comment,amount,link
MCGA,0.2,https://etherscan.io/tx/0xca6df55844f7548fa9c057fb98d4e63cd8b62ede9019dabdd0cc6fed679c4a43
民主万岁,0.1,https://etherscan.io/tx/0xc2cac6cb9ebc3a5a011d29048cbb98a9e523dc669e8cd0be479643d2271c102d
,0.9,https://etherscan.io/tx/0xc462903f4ba0fa036bc0933130f6b9fb40e80d865a655a789ab98ed4e8437c4e
,0.05,https://etherscan.io/tx/0xe0f4cd84b08e91a66e23fb17788d74c18662c9d3122eb9c31aea76f44284197d
Long live with chairman MAO,0.1,https://etherscan.io/tx/0x6595527daffc8ccd663afdbf3aafa9772a83b2cabaf94fd6396ab17a8316405c
,0.1,https://etherscan.io/tx/0xb6b46940682e3962025489948ee26d03fd77a402028f6c5c3e34da69298b96ca
niftybots.app,0.1,https://etherscan.io/tx/0xc834d79340f63464354a4eaa7de42eb6a6cf5e0c387ca36a2fef153019a13714
,0.14,https://etherscan.io/tx/0x5bae16386aa71ff63d5fc63cbf11b0d19ea98b5b567eeffa224573b7d71089f3
,0.8,https://etherscan.io/tx/0x180bbbdd769108af6aa39e23dc05cebf75dc9352ac09c0cf4a6306af411773e4
,0.05,https://etherscan.io/tx/0xbe3b368ac4b704c360492a1e13c88df87c1d3f33b8779b978d65cd13931235ad
,0.12,https://etherscan.io/tx/0x6517b2b7f62ae4dcb7ca8c96256bc69a26152f6a3fcf0fe09669628390cf1c0f
We are POSTING! WE ARE THE PEOPLE. #posthumannft WAGMI Team CEO @davidstraange. Let's get this constitution GM!,0.0023,https://etherscan.io/tx/0x0d8f76c84625debe9c8a93d8bb332e3aa4faa405e6ce67b1fb50dfab81c6cd12
,0.0238,https://etherscan.io/tx/0x111eb34417a92138ee33e3a607e21efa722d707346d77d0c17e1a885966a6394
,0.025,https://etherscan.io/tx/0x561d6a6f42a5251693ad6c54bbde72edd80b34fd5448d7c78336c4292df2e207
,1.3,https://etherscan.io/tx/0x556645f950aacc047345478605c4bde2b2390a8f194faa35c40db4f895bc236f
In memory of our good old time reading the constitution.,0.01,https://etherscan.io/tx/0xf5bffda5a8e8a5a903fded68fe220519e1b35aa965e606ec4df672fc35c774f9
,1,https://etherscan.io/tx/0xdd9908f0e0f3e1003bc157d9f65fd99c82b516f879c5908ae5ecc0d5be1188f5
The United States is great again and pays tribute to its sages and founding fathers,0.2,https://etherscan.io/tx/0x0b78b799dfaad2a1ada3d6ae1f211fdc7cf8eea547449de38c8d734ff670193b
,0.01,https://etherscan.io/tx/0xe3be73c5358750dbb30b83a9b42ba78f84e379d590e2d7e68930bd0dfdef52ee
,0.01,https://etherscan.io/tx/0xb15a83cd0cf9a3a43da5a23aba17176264eef79ef21668369dc516ddabd76d2d
,0.1,https://etherscan.io/tx/0x8f7721e78fe1349bd780675514b379682dad361baa4ff861b7993be217a7ffc4
TO THE MOON,0.03,https://etherscan.io/tx/0x698b78256ab01fe5032fa2301ac845da14f02d0a43b759661d3abf9e31f41a75
,0.05,https://etherscan.io/tx/0x4f518ccd730946841a3826cca6a0bfc90c213bad016fd061269c94a0148e009d
,0.5,https://etherscan.io/tx/0xbe1f1338d2130250e168a27bf0618ee13dbafa51b2fd085e578b92b29b3b452b
,0.5,https://etherscan.io/tx/0x8b4b9f9ee625e86b1b5e95904f3dcbf9432da2ce94aa73fa7ae2948c1e052909
,0.5,https://etherscan.io/tx/0x89a7c5d921e3c8ebfd49747ee4ba6867e0bcab0c0fa5b391e5163050eb163cdc
wOw,0.01,https://etherscan.io/tx/0x24c38d253ab76c0dbd94329a30bac28af85a648a42c873a30804e94c1ef7d0bc
"07/09, for the date the 14th Amendment was adopted (in 1868) -- because the U.S. Constitution is great, but Hamilton, the remix, is even better... cuz just like my country, I'm scrappy and I'm hungry [@smc90]",0.0709,https://etherscan.io/tx/0x1b959c92e91bf6c9dbd0745679797a4978294d32590bb35e275c11298f7a0d5c
Go People Power!,0.1,https://etherscan.io/tx/0x047dafe9852849d04603fe58d9f1006039360bd33fa46e9af05fef5ae321bae4
,10,https://etherscan.io/tx/0x4424cb3dc4a6d3f7ea34ccd34e22ea68edca005021ef05f2ab2990e82ca8205f
,0.04,https://etherscan.io/tx/0xc85547df49cc80e430c4d01c404fc70fec16d6646a0dfdff285bf7c94c5e9a57
,0.1,https://etherscan.io/tx/0x9f33e05f540ccde0c84606bcc3f5a16679f18a3a93b38a08a94c17e2719d7a16
dao is the future,0.1,https://etherscan.io/tx/0x6557e6ce23281f65d2c4a301a327a2d2678382bd658a2416b02be85c2b25ec68
,0.1,https://etherscan.io/tx/0x6fceb1ae7377a217ad0db589b76db9fead48bf992b5eaf97a9f43086c3280251
wagmi,0.02,https://etherscan.io/tx/0xa655c807b5b011bdbc35ea1bc850a615fb5a51e76058b85d575df2f92f9cfed7
,5,https://etherscan.io/tx/0x2b8caf360378396d9ba19f3e8123d065410ec0ac87d6ddc99d4ed3a61592715c
,0.01,https://etherscan.io/tx/0x14cede8006089375a29dd368db9df8fc2de9e577c0f064e6d953d7dec929216a
"Take it down, it belongs to our Crypto",1,https://etherscan.io/tx/0xa0d21a05b262b65f577c5271b71950f0003e2ed9a9e726e06a99495a6b037d97
xiaoxi,0.01,https://etherscan.io/tx/0xb12fa134baded50f898a89cc4dfb974daf265baecd1aa983516a005ab2fa89cb
,0.1,https://etherscan.io/tx/0x5ed114ad9d5ee2bb395de06d8adf198e9d6fa2f1ffcf91badddbb7647111f982
come on baby,0.05,https://etherscan.io/tx/0x43421fa89df814fc594f59cbb1e078935a7889174e06d154c555ad4d9944ac88
come on baby,0.1,https://etherscan.io/tx/0x3377d43cd11835c64085978d12089313034e216896b2fe8c6bba526cd07ed956
20x,0.5,https://etherscan.io/tx/0x30db1a4740810ed5b8e31b764dd40d30f0765bade18684855364ec249741baef
Y.J.,0.03,https://etherscan.io/tx/0x00e4e4eb1cfe062f9737700059f47b56bb94b636e9d2435fdd3dc5f77abab045
love,0.5,https://etherscan.io/tx/0x7fce703ff52940d8e6df7a5e029bd7aa051b630ca3711cd92fe21447adbd1e46
,0.1,https://etherscan.io/tx/0x884a5dd367cd5227b4dd1934d4c45ed88b829de90f1e721ad97c60e7cc9c5512
La Liberté guidant le peuple,10,https://etherscan.io/tx/0x8bedf0304ec2c96cab6836c72da567714bceeab7d896d37b89ff398eb4627af6
伟大的时刻！,0.05,https://etherscan.io/tx/0x7dec8ccd3e071c3c1888c28b18b36b8ef8848e3236dc3f36ca16878b07f83609
moon,0.1,https://etherscan.io/tx/0x586e214f53485ce36f86a33a6d18ebd2accd76c6a2d1198219ff0c88d3e01661
for people,0.18,https://etherscan.io/tx/0x38223546c70f91cf538bec99119047b28377da9f826558408f83fe18ae9fa539
,0.08,https://etherscan.io/tx/0xf1d384f808f1162ff7f38047d69d4fe2c549f633e337cef2b1700e562625df16
,1,https://etherscan.io/tx/0x0efd5f76e31551a67ea3a634c58e9914e493f86ead7be36c362268516a9e1abd
,1,https://etherscan.io/tx/0xfc40ea23c9183207ec27f9c046fd826cbc06238dba4656c7000de404c391ba4a
,3,https://etherscan.io/tx/0x779bc2540402456cec7dfc39cb688c0707acb68b431ee963a1aa546f2cf14591
,0.1,https://etherscan.io/tx/0x529e7a5f587cb1c9f0a0c0ff32ec79297f12178507aa828bc862671796b78d09
,0.02,https://etherscan.io/tx/0x341d5b675e8a9c67b8970eadf97a747da9c9f76cf615ae5479b65698d52d4574
,0.1,https://etherscan.io/tx/0x48b47530d5cb53379a122bfcb52c5e913252d9f67fb35ec9d475a075b242465d
,0.01,https://etherscan.io/tx/0x3358809a4b91a3bce551e2e609b5ad8c663bb9668469dad7e05e592fcdf7e29a
In memory of our good old time reading the constitution.,0.7777,https://etherscan.io/tx/0x0d98039649c0cd87c14f3d87091e1a232f7300897666a8a4bdb3eea6264a2f16
,0.025,https://etherscan.io/tx/0xb7885a802388cc26221a9402ca06c3bdc9c29012d12e7fe14cfe5d0da139b3f0
,0.438,https://etherscan.io/tx/0xae558d7c81977ee580ddacf84a7a7724a93f6e18dc5e9d7009c9317e020520d9
,0.005,https://etherscan.io/tx/0xf573b76ea50e41f78d97d6103480eb9012616d75ab0c68ce17803936af77fb76
,2,https://etherscan.io/tx/0xf5637494c284225e6ca50b7ff92b2448aed08f366dff25a1c79e3d56fa7ea230
共产党万岁,0.1,https://etherscan.io/tx/0xe97a14eb82e58559c0eb3404dacd887258e837aff69c6199a2ceda7926df125f
,0.005,https://etherscan.io/tx/0xcf76dae59ba60b950409c3098172dc0f6acf61ebbc5ccdc87cb62835bf9c07e5
just wanted to hodl more $PEOPLE,0.3,https://etherscan.io/tx/0xcf0bcb6ce8229f329c6d8d7a03420d5b6778b76180feb7c7b4b53aeb7300e9d2
Pigger is the most lovely and kindest shiba in the world.,0.1,https://etherscan.io/tx/0xc4cd1c08dfef9e478d6ed29cd3556531df677643a5bd5f26c5b4edb4ef7877c3
,2.1,https://etherscan.io/tx/0xb8ebcd15b8bff8d6ae858a98e5231113a3f377bb61e0ef97061729bea1677810
,0.12,https://etherscan.io/tx/0x73c0210b17bf7b9f32b82efd8b6d1307c2beefc618941243b639df908a296f1f
Let's make history!,0.08,https://etherscan.io/tx/0x4c8ae68a8785935206b677af274d65c29c5769f790310c2223a05f3ea948b724
,0.5,https://etherscan.io/tx/0x0f8aff148b0cc563be96f00a25fd020486f43ab242e549a3eac58e455d1ae144
,0.5,https://etherscan.io/tx/0xa3698444ec07e03b54774fb7a1b180ce4f68a34a7c70331b9560e4db7c6c5ecf
we people,0.05,https://etherscan.io/tx/0x03fe64cf9a9369c05a765640cfd203803b13a4eb26c5b4d65a50e3bf35424e7c
dad!,1,https://etherscan.io/tx/0x8eed065d96f191380b529a3b4448afbba2396714c24d38234b5c541560601172
go go go!,0.1,https://etherscan.io/tx/0x8605a11e60725054c2eb07848d57c39f930580f0b5f90d36180846daa3ff0f04
,0.5,https://etherscan.io/tx/0x87776ca71d437d29de05585dae39ef199049acae00ac69652d64009abd263018
,0.025,https://etherscan.io/tx/0xc85b42212dffd015336e6e81af51d31ef67d58db4279eb37a6b2d523256244d2
,0.01,https://etherscan.io/tx/0xb5afa75eb4f6721c76019bd1d614fe109b8f7d0768d9544aa56f6663334bdf37
,0.05,https://etherscan.io/tx/0x5f06618d8b9520732157db337e19f3c16f783da528af927b122f0837ecd372b2
美国万岁,0.37,https://etherscan.io/tx/0x5d231398703b93ad70f35c410de1a885a83578d9bbbb85a733f744f2cd1c0cf9
为了自由,0.1,https://etherscan.io/tx/0x1707e0ac97a380950b198e69e1a5337f648226ed05cbcc04ccd6abb543c527b2
,0.042,https://etherscan.io/tx/0x00827a32eaa6cc0436c9e357d162e2c157226daf7c9d710bed72650cb46309be
This is CRAZY!!!,0.11,https://etherscan.io/tx/0x8dc6b8bc4047fda88d1128d90f54e95df7a82b965542e6ec16ef86b54c49517d
,0.3,https://etherscan.io/tx/0x70c2ad4c9aba31dc2dc52159f0edee9d793d5d24165021443d9fa54c375e7a76
,0.1,https://etherscan.io/tx/0x0d659811cc2df1c32b12bb4124228cade680f7943a6d17c15fcdacb5cf9f1765
DOWN FOR THE CAUSE,1.11,https://etherscan.io/tx/0xa2172341dac7d24e80855337d2fd7255d1e727563ba97cda5f5f38b7e1779f78
,1.05,https://etherscan.io/tx/0x84dc1485c43d860c3656dca15abdef97baddc151684c474ac05b2a311c0460d2
,0.1,https://etherscan.io/tx/0x766ac0059ffb55e85e4f8fda2783f802bc99c62d1fc0608d766cb1f16bc585d9
,0.1,https://etherscan.io/tx/0x1656b31fb7de64a15bbde9b2e7807b2683af46a8facbd4702d9ae07825a6cffd
,0.27,https://etherscan.io/tx/0xa81c0f102cf61cc6326e205bf40991aa9025c88bbd80448cd2cf5745c9a6706e
,0.01,https://etherscan.io/tx/0xa803d403ab1fe03604d1b952e9f28fbcda1683f6c7468ce071f935bb89c8b29d
,0.3,https://etherscan.io/tx/0x99b583b389f1d1f617f54dacb7c84d4f0b02fc63b2d7f64cce138b83ade94e20
,0.65,https://etherscan.io/tx/0x76bc6ffde5dc2bf1a0b4062f39eaeb14f517decd3b0eaedff83c4edbbe15454a
Long live Chairman Mao,0.1,https://etherscan.io/tx/0xe500297a4afb996ec1a8ea20db09ead1ed3993d554ddcbb1ecd7f2031b034932
,1,https://etherscan.io/tx/0xa5d292bf5566b300ada51eaa709bc5f3c6cf4021cba33e102bbf4e8e5c9bdb73
"99X capital, love all of crypto people.",3,https://etherscan.io/tx/0x377e2595baaa45f7634553434a16802c193807b6415d3c958f4e65d218907ddc
,0.5,https://etherscan.io/tx/0xb0660052c9b5b95e93b608e811d5d80ade7aa68d9f78d46a48870a508599ba61
,0.05,https://etherscan.io/tx/0x6536c7dcfda6b98f7e4ad10da9f3d1c38b964f70fcaf308b60581152d5c85506
盈利不减仓，早晚亏光光；止损不及时，迟早挨凌迟。,0.25,https://etherscan.io/tx/0xfbc2b4cc17cefd4e38aa5fe4e4e84a50248725031c317b9d5bd6cee6aa6c47d9
With love and excitement from 🇫🇷,0.1178,https://etherscan.io/tx/0x4df1bd77bfba9899d571fceb623bc4f4f3578027173cde75e4385007e764d674
人民币属于人民,0.5,https://etherscan.io/tx/0xa5a4ea84abe41b17bbc8f82effa798c3d9ae73f05e3ea52e7dfc7383e6542f6e
,0.01,https://etherscan.io/tx/0x3e81f92a2c6e29cec0bcd0e8b541b83fa98d452e73a1ac2590469cbb9592a687
,0.4,https://etherscan.io/tx/0x8a65fba594bbc3ecfb028c000c2b9c6c6824fd6a1efc8ca6899df073b99529a7
,0.4,https://etherscan.io/tx/0xb9c19329c95f540e583133012e6a9948bf5fb72404300b8fecac9dec5e87fef8
yolo for ourselves and our posterity.,0.0177,https://etherscan.io/tx/0xdbf43267063827f9a370a07282b0b1883ec9a55f1f2e87a19acb0fe98e7708ed
Make America Great Forever Liujing,0.055,https://etherscan.io/tx/0xb267132986e010d51cd4faa927d24289c231d98467d977e4a06ab91a870e8681
,0.57,https://etherscan.io/tx/0x916bd7ad481327056cf540370e904458240d4c9ad7d2aeabf6ab82494b6aee10
,0.04,https://etherscan.io/tx/0xe7b70e02f7bdf6900a17d0fd77c265ae979610109a8804689ccc86426847d197
,0.68,https://etherscan.io/tx/0x6eaa265773939414e68c2d6366db9313f18180dd9289293b119e554cb5ead62f
,0.05,https://etherscan.io/tx/0xee73d137c082dc26f3f29fc637e51adb8bd0243d18c3ea318023f281986f41f2
莫辜负,0.01,https://etherscan.io/tx/0x46352c27d949704fee246a212c0eb265de8ff19fdbe3aae1d05055161ea60d5b
GO!,0.5,https://etherscan.io/tx/0xf7bb7153af05d34fc1055549d4e5445aff686380830bba8d2ec71e3edda4ef0e
We are family,1,https://etherscan.io/tx/0x859368a65c1ceaa11b0556d1f9bf8b0a0144f18ac3ee654921888a462a14368c
消灭人类暴政!世界属于三体！ Eliminate human tyranny!The World belongs to Trisolaris!,0.5,https://etherscan.io/tx/0x2eab42dc270a8cc3357c407e66e32d8158b93bb2cabd202f3f77c85e4b42b9b5
"PEOPLE with GM to the moon, together we change the world",0.2,https://etherscan.io/tx/0x04aa0f23b9eb17ad1b07038b97738d26fcc5d11216d0605ddb8b79d55524cb06
gogogo！,0.4,https://etherscan.io/tx/0x91239b62491e01c83ca63913819dfec2a434b7bbef4ec189fdde5fa52b494818
,0.05,https://etherscan.io/tx/0x49d2c440219fb1f6b01cb9c0a3c5d25c8a5d467978e8d0b87994daf49ec87a35
"for people, 为自由",0.015,https://etherscan.io/tx/0x498171ece33aef9715c199aa4c5987094706c64830507f158c9541f8a955f603
Make America Great Again!,1,https://etherscan.io/tx/0xa20ba54e47cf43c87cf9d31c06fa27a66099623268f957caa976f7a347cb6249
,0.2,https://etherscan.io/tx/0xda4f63e94f7f803644f5b8c817840155d03c20f10d592af0dd9c3aab69811288
,0.25,https://etherscan.io/tx/0xfd568dc9540a604772f221476fff47d5ee5ec6c0c125cac02f949b3bec62fc44
,0.05,https://etherscan.io/tx/0x88bba62575780eb3cd47f876cabf56576c0daeeffa167fa0d5c8e1a4f165072f
,1,https://etherscan.io/tx/0x3c024341a1d0fcc8e8e96bbc4fc13fc4d054ffe16b707ce99733c608cff40cb5
gogogo,0.48,https://etherscan.io/tx/0xa17ab484e022e643865f9ad594a9e54ae61f4870a5d075c1c40fadc3b1631b26
,0.05,https://etherscan.io/tx/0x8ee9509e2bdb6ca2c38837d750e22ff9cab85550e1986673530e7b74a1ec2953
,0.5,https://etherscan.io/tx/0x35993f428032e3f862fd25854421839e5a82318fc5f9a135e2a81093656b1baf
LJMnb,0.03,https://etherscan.io/tx/0xe609b46f1627690a45d90e969597aedc72879b7650bc8fcfd89813f131b9567e
Orpheus,0.0118,https://etherscan.io/tx/0xb8c069dcdf067a5521af6544b6454c0e794a8a0d416dec6707e21a3651ee0947
Viva la vida,0.5,https://etherscan.io/tx/0x2353a85dee604200a569bf6c167de977c1a670d2bf5e497be484cf5c2b3a6bc9
0xD493217b1F4bf46bf5b4627663bec9529d6E7f43,0.08,https://etherscan.io/tx/0x646df7f25dded7fe54410089cbbc1c75850d90fadb268ea8ce98f21ab8e02d07
,0.1,https://etherscan.io/tx/0x560f930b6818ea2cdc731d2eed805a639f09c50ca0d9cbfc84a7a6cf1c79e91f
,0.01,https://etherscan.io/tx/0x2753875d3fd43458729d4fe9c34eaa25343430fffac9f633b8279cfce394e07f
people,0.214,https://etherscan.io/tx/0x3ff84c8c99fdefb4cb183bdd3468cb24cf1171f024a57675772bcee278e4febf
,0.02,https://etherscan.io/tx/0x06b94cd25f4f7cc2718af8b150aeb3735c409f26a3bb311eb5eb0d68f342b95c
,0.2,https://etherscan.io/tx/0xc960cb0b88a757008571b53c680869cda735b26e8267d27e1e3924775f476197
,0.5,https://etherscan.io/tx/0xaa268d1e375960ec0824a80732d6d7711546e2e520c8bbd017c8261ea9428dc5
,0.25,https://etherscan.io/tx/0xa4816a51169ca678fc0168d8562de3d8433c43df0ea5b0a981c2890ea6582dd0
‘Merica,0.0118,https://etherscan.io/tx/0x72a78d4c74a3c62629f05bd7520bac0feeb33cadd67112fa6a2acbbf7dda8b54
,0.2,https://etherscan.io/tx/0x317559f01ce83d0d40398eb95604bf3905db43410bd9961680ecdebc9ebb3503
,0.2,https://etherscan.io/tx/0x2fbaa8bfb0c4a65e26189c5498544a14291b7ea85d7abef22f3f4845d34a28df
,0.01,https://etherscan.io/tx/0x613ff3e42e0aae38dc61b9344bd143e77bd4541560ed60248979ad07ec129589
,0.03,https://etherscan.io/tx/0xa7b6b9d39b767877c2716966aa3f9690404313c5db0738e7db2b61da869ab2e1
,0.2,https://etherscan.io/tx/0xc71a28f503b331ee060a94a25a7e5957df55b657b4bed59e0b4fc38b0795b057
FOMO,0.01,https://etherscan.io/tx/0xee905c6733a007f8e8fbf1e0338c350d22ed685f9672e849a0155b430fb8b85b
vgk,0.024,https://etherscan.io/tx/0x865979f10d95553428f50cb98c67bc1e6547f013dd76114407a21c1cd16766b6
,0.0000,https://etherscan.io/tx/0x7917dc8f06953cf66f17297691ea3099536eddaf21a8646804fd661f4d958aa3
gm,0.08,https://etherscan.io/tx/0x29e36dc25256acb5ceff6e4e6f9499db524d223748a7fce6d998265ee9524299
JUICEBOX.MONEY,0.22,https://etherscan.io/tx/0xad4f53c750ef29fca8c99c298d1da5695ad9298d19e90915f1a2df894361617c
,0.005,https://etherscan.io/tx/0x605c8a526a5834840f9cedb915fb57ce09f81880b0cc4b916e939ca0f2036e38
0xD493217b1F4bf46bf5b4627663bec9529d6E7f43,0.0000,https://etherscan.io/tx/0x1680686478cd19059bed34a66bedbc5a75f0b004d9164bfb0097f0e4a0d04aa9
,0.1,https://etherscan.io/tx/0xe64d38a50e3aca7d1454eb53a86f7622ae37f04c6ee2185c494e06f4ce0f8f3a
Our journey is the sea of stars,0.1,https://etherscan.io/tx/0xaf0713b3beb6a257fb60e4dd920b97328d2cb46a20e113805243a28a7c3b628a
Art for the people! MarkW,0.1,https://etherscan.io/tx/0x4ebb9a9be06c15d197440f8e3ab1dd19d5cfbcc47408d0a568ea8bbcd29f31d6
historic moment,0.01,https://etherscan.io/tx/0x252c71dc149e37b6f93ac225fc6e1fe9cb34a8e9dab7edecfc347ac1b5fcb6eb
,0.1,https://etherscan.io/tx/0x0f905e002debf08d13bf2c2fc252259f08d6d24325a6b4c0e66a2241fe2d7e5b
,0.2,https://etherscan.io/tx/0xf3880a6f7af2835bf7f3ddc6bd7b037666eca833d380c08afb3935fad3d080f6
GHC TO THE MOON,0.4089,https://etherscan.io/tx/0xf0fb224d7b9e82a0de9de2445cee8dd293506d7bdccc2bafafa35c30931abd4b
,0.1,https://etherscan.io/tx/0x576a64a0b5346581ca92e4ded400f7d2dd708ed705d8f966822bb278eef41338
0x944B974dc54fdC321F714daBf6E6779eA68A1841,0.05,https://etherscan.io/tx/0x688f1287f42cd6cb1fd3b02880b00ac769cc3c7f0b94108b47cd0b0c203dcf91
,0.1,https://etherscan.io/tx/0xe76a9efee220ae3b53ef9f3787d60e25135ef3696be891a2139a3280ea637c60
,0.12,https://etherscan.io/tx/0xc2688cf7b8c43c3c5693b67a4bc06a53f7575239fe745fb693d77c2e757ed6fd
,0.032,https://etherscan.io/tx/0x8d527501c30fb60c6e872fe943dc381ae4b741ef9def6c5fb9ac147a01209347
,0.15,https://etherscan.io/tx/0xf82c178899a06b67fddd52873e3034387015e2509241e07b654edd349fac470b
,0.27,https://etherscan.io/tx/0x9ddfe9140d2ddd464c7b4d6e0e2e5c8686ecdbea3130e10f7eadaa315eee2195
,0.38,https://etherscan.io/tx/0xe79d15a1d156e8444ce549225b6bb5bb910184cc943193dfddbeae4303d153b7
,0.008,https://etherscan.io/tx/0xdafb05d57e5bf104f020ad76ef4a1bd5fa6157649f89c1f54c8c16dedf74e882
,0.1,https://etherscan.io/tx/0xca4694a0114d6bb1852b114f2bd1df395037456a3a506693c9aafa54f7d5242f
,2,https://etherscan.io/tx/0xde32e7c7bc23612d3a16c0486ef3451e8219799641f4e12df4605365ccc89448
,0.1,https://etherscan.io/tx/0x3ca19ab644a8f3440f18ab92d4af6f950a738b1c4b0c64e380ec71ad61aa4554
,0.5,https://etherscan.io/tx/0x343d92368bf807c3f842797ed7322745b42f086984d9848e096141343d05ac6e
APY.TOP,1,https://etherscan.io/tx/0x4e93ea68e3de89b6e65dc3cf3791dfdb0de82558ad836eccde50bbbaa03ef9d8
,0.1,https://etherscan.io/tx/0x4d9bcb51e74b8d8ddd1e764e1b583806168126e26702a1686b323f9e4b6d7004
,0.1,https://etherscan.io/tx/0xbc08c2d02c758727db2f478eee55f7875e2b85e788343af65f7acae32b0475ac
,0.12,https://etherscan.io/tx/0x5a539a38683e884106b8320686a0a3ef00864bbf1a4b55de87d5160b998c1087
,0.01,https://etherscan.io/tx/0x285d2e669be1f041acf2a51f9317d47f1a14c8603f9ff393ae1d945cf0b4d384
,0.01,https://etherscan.io/tx/0xfd44cd7729924ec26b8ab3260507521aa6a92ee45a905a78a9725142b21dcee2
Just wanna be a part of history :) tobee.eth,0.01,https://etherscan.io/tx/0xe1118585fe4d3a957cbcc949a45b1d6923dceed1caeb489efbd670e97b362c71
wagbtc,0.1,https://etherscan.io/tx/0xfba8c5f2e2768fb07ce71b4aa20ffc42df1271a858fb96030513013bae5d8773
,0.02,https://etherscan.io/tx/0xf668896300dbb27b4ab21ee2d70c6f2410829536cce94f67ce019d63a789234a
He who dares Rodney,0.9,https://etherscan.io/tx/0xa9bc845d445a5aa8216cde3033b59628a11a06119c5dad51e2376dd2d89ce193
,0.05,https://etherscan.io/tx/0xd03be27ca35601632720c140981318332b02211547a28113908953ab17538995
Jeremy and Benjo were here. Nic Cage FTW.,1,https://etherscan.io/tx/0x922c5fb563b950b1f202e5cd02c6f914e2d7490d323b4e10c400dde1824b11f2
,0.01,https://etherscan.io/tx/0xde04174f85fa6105cf7b503d9fd7b7945aaf1ea21767adbcccb3e607d48aa608
,0.1,https://etherscan.io/tx/0x047af49856c9ee36934aaa5cc0597f0b6e38f93cba42ff32f2c2678902df7bf3
,0.01,https://etherscan.io/tx/0x684837188ba25072ba808de2af9084758067da6e403e8937e19be527eded3daf
,0.01,https://etherscan.io/tx/0xf2f9a2008fcfbb1fcd88ad7c93e71f01b362c7cbb83b8ba26990ab76c5b42e1d
“The strength of the Constitution lies entirely in the determination of each citizen to defend it. Only if every single citizen feels duty bound to do his share in this defense are the constitutional rights secure.” Albert Einstein,0.1776,https://etherscan.io/tx/0xdf2d5bc9324533dbac1eb847d79bcdf3a27093299fabb2e267397e1e743d34f2
,0.01,https://etherscan.io/tx/0xcb51f5877fef81a0f12752c153799037b15f6906582e4a54af356994aedc3bf9
,0.5,https://etherscan.io/tx/0xadaffbf58ca4b955e426f77c0b25b56dff0037f60dc0862d7affdcd89ad49cb7
,0.75,https://etherscan.io/tx/0x0030142141c4ed00626d4f9e319620f8fa4855bc4d2ef732c2f98f199836cb16
K street is next.,0.0500,https://etherscan.io/tx/0xc5075ba39b2978ca805aa8f3b25551a389997ea3c86744ccd3e29d0627326924
K street is next.,0.02,https://etherscan.io/tx/0xf71b9cbf1f0c2f234eb7ec0cd5a2141ae9c7177a1e1740fa4a4f4fa265d1b4f4
,0.07,https://etherscan.io/tx/0x1290e8f8e15388277fadd37c282cc89545e1835d9e6af29121adde764d25760a
i m zhounansen,12.5,https://etherscan.io/tx/0x1c8637c8274737e34c00b785a1176498106d91c75b51335eb6837c1c3b6239cc
,1.3,https://etherscan.io/tx/0xaa4db3d18bd12bd21ac559a7728ce51e7da76cbc8e201a178c3b965413d19c8c
,0.08,https://etherscan.io/tx/0x841e47eb838db04028db1d3f3a629d1a6fc60b62adb7924ef4702dd8464d1d29
,0.2,https://etherscan.io/tx/0x11c77c02c8c8fbe24e85b74fbd78ce1176ac37fe4f3c0132640033fe3c24807f
,0.01,https://etherscan.io/tx/0x07ae91ab9fe0fa3cc75289d30cf660c7adc9e8eb5d74d4461a6c73e1c92cb018
,0.02,https://etherscan.io/tx/0xf786b90d564509cce960178da8b512e1f2c3084046cf035672531d72ddccf4a5
fairness and justice,0.2,https://etherscan.io/tx/0xb0c981cc2c58c44625d1597ffb39bcc5cdeec30792e25745d23ad938aac26431
Free the people,0.75,https://etherscan.io/tx/0xa1c221987f182045f7a138f839ea43c8d5b30844a5cb0444e5866fa1c8c084f4
,0.01,https://etherscan.io/tx/0xdb49a167e0406aca4da835f340df442e8f9a9088f5c85090027d282d655cfc3d
111,0.1,https://etherscan.io/tx/0x7069870687dba438ffc53038c59ddc6b45927e0d91b29c8ea00661d4f53027ee
,0.3,https://etherscan.io/tx/0xfda4377ba0541c8b1b42e90cfb5e2031e5fbd9557b8d6f913baf3ddfef7f4ff6
,1,https://etherscan.io/tx/0xd87e7febbac5d26c35229869ecefe9aca4a0a185ff6f2d41bacfd90d0ef2f7af
,0.01,https://etherscan.io/tx/0xd10451274add3387ae057a5368266a0042f26b67f591f65ead8883d80a87464c
fasebincontribute,0.01,https://etherscan.io/tx/0xc226f5f5eac614b891ef6ef632086c158979e2ffd13059b9db82af9e6c01a419
,0.15,https://etherscan.io/tx/0x7d00a481d9f769db31b2a411763550b7d8aa2479b66fe9d8b8652ad400422d78
"From Hong Kong. True Believer of Web3, the Metaverse and “Play-to-Earn” GameFi model. Be Kind. Be Humble.",0.1,https://etherscan.io/tx/0xff82d7793dfc6e64b562affd6359ded2f3b11163ef13cee873120ef179fcc004
blockheight.com jbx.mypinata.cloud/ipfs…nNbR,1,https://etherscan.io/tx/0x6b5c141af8793371a49513cb0e2fc053aefb968014265ac467f60ea948df2e2b
